"x","y","z","volume","id","AT1G19850","AT1G24260","AT1G30490","AT1G62360","AT1G69120","AT1G76420","AT1G80100","AT2G17950","AT2G27250","AT2G33860","AT2G34710","AT2G37630","AT2G45190","AT3G15170","AT3G54340","AT4G18960","AT4G21750","AT4G36920","AT4G37750","AT5G20240","AT5G53950","AT5G60690","AT5G61850"
"463",36.9466,47.9219,29.132,250.101,"463",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"464",104.819,36.9046,26.4895,167.973,"464",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"465",54.4084,68.0756,28.2825,198.715,"465",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"466",80.9488,67.8972,26.4214,45.0645,"466",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"467",45.4217,89.8352,28.1757,237.378,"467",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"468",49.0965,29.8344,25.4013,38.3767,"468",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"469",61.4939,39.1738,22.5272,181.925,"469",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"471",66.1984,36.3745,27.8892,205.12,"471",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"472",77.991,32.0265,23.1564,141.927,"472",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"473",28.2845,73.8932,26.426,78.1378,"473",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"474",70.6197,50.3802,28.5807,182.827,"474",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"475",76.7843,85.3546,24.2456,100.434,"475",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"476",85.4616,46.3437,24.4721,69.3451,"476",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"477",24.1433,49.9256,29.0065,217.439,"477",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"478",25.1145,63.4957,23.9134,354.824,"478",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"479",54.9408,74.7883,27.7235,137.589,"479",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"480",74.5142,76.7331,24.8767,65.2412,"480",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"481",46.7006,55.4641,26.6541,34.9894,"481",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"482",67.2726,88.9672,29.0623,192.83,"482",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"483",69.1262,82.4482,27.2672,106.662,"483",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"484",79.2562,70.3205,27.1432,53.9137,"484",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"485",99.0491,40.2057,28.7281,191.518,"485",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"486",100.457,28.6101,28.1704,481.787,"486",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"487",17.7419,51.0229,27.0047,100.725,"487",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"488",34.1161,29.8567,27.1654,83.6449,"488",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"489",44.1857,73.9535,28.0966,126.024,"489",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"490",48.3089,76.0046,27.9836,114.553,"490",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"491",50.9384,40.433,28.2558,254.658,"491",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"492",56.7698,97.0806,27.9088,138.306,"492",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"493",64.1218,85.6472,28.6196,229.016,"493",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"494",70.5789,78.5187,27.38,87.6659,"494",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"495",42.7276,31.5522,28.9766,267.728,"495",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"496",72.1611,39.2733,27.3623,128.37,"496",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"497",88.3724,46.403,28.6172,128.992,"497",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"498",53.2975,85.3507,28.3836,163.141,"498",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"500",97.276,35.7576,26.7277,276.935,"500",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"502",59.8467,74.6229,27.8195,126.774,"502",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"503",94.5812,49.4597,29.0867,204.437,"503",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"504",14.9976,29.7792,30.2886,358.313,"504",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"505",56.1856,32.8795,28.5898,118.038,"505",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"507",60.2533,81.3713,27.8937,104.308,"507",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"508",96.7894,53.3429,28.3115,85.4895,"508",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"509",56.679,28.998,30.2328,440.944,"509",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"510",60.291,53.4352,30.2914,269.203,"510",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"512",83.2043,52.2231,24.0774,108.348,"512",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"513",31.3586,75.6479,27.4141,46.4187,"513",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"514",49.2639,31.1431,29.5667,272.986,"514",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"515",51.244,66.3537,30.0182,171.092,"515",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"516",54.7091,81.0223,28.567,105.285,"516",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"517",63.5017,95.0744,28.7295,205.855,"517",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"518",72.6438,75.5547,28.4,84.9388,"518",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"519",79.3491,48.189,28.1928,95.9606,"519",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"520",85.5427,50.1571,28.1193,78.1642,"520",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"521",36.528,77.7669,27.8849,49.21,"521",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"523",59.1449,39.8399,31.1087,612.922,"523",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"524",78.5873,57.9492,29.6512,184.49,"524",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"525",80.1209,53.4732,29.5517,118.834,"525",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"526",82.9657,41.7435,28.8593,127.748,"526",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"527",19.6051,65.173,28.3127,137.136,"527",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"528",35.8533,39.5169,26.6468,56.3467,"528",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"529",50.9461,94.4718,29.1224,264.409,"529",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"530",63.9965,79.8804,28.0294,71.3368,"530",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"531",88.0865,24.3144,28.125,175.992,"531",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"532",50.1394,88.3147,29.3219,153.243,"532",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"533",62.3646,25.6854,27.6864,73.5585,"533",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"534",72.5311,70.5677,29.7795,162.235,"534",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"535",18.0568,55.5518,27.701,43.7104,"535",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"536",55.8426,90.6095,30.0016,252.436,"536",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"537",38.4262,53.8542,26.9564,287.448,"537",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"538",70.0049,26.9591,27.7594,82.0946,"538",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"539",43.039,80.8941,28.674,103.452,"539",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"540",44.8945,44.0727,31.4346,277.98,"540",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"541",58.8306,85.0779,28.9613,129.871,"541",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"542",100.713,50.9648,29.8643,225.983,"542",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"543",76.0415,73.0712,29.2153,101.324,"543",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"544",104.58,44.0723,29.2619,238.721,"544",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"545",83.7742,55.4888,29.608,81.5816,"545",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"546",90.4453,33.381,29.7125,207.051,"546",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"547",58.8638,33.0756,28.1118,26.7287,"547",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"548",63.5449,72.4603,30.6045,183.917,"548",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"549",15.0364,59.3502,30.775,198.439,"549",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"550",27.8648,54.2472,30.1819,118.589,"550",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"551",36.9665,41.0748,29.8142,181.02,"551",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"552",44.9534,66.2901,30.0763,229.943,"552",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"553",46.7995,83.7715,29.062,80.8272,"553",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"554",45.9292,53.5603,28.4828,60.5261,"554",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"555",65.9133,77.7042,29.5696,79.1411,"555",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"556",27.4303,65.4861,28.0901,52.7029,"556",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"557",33.95,76.0063,28.6484,38.686,"557",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"558",57.902,79.1314,30.6297,95.8777,"558",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"559",84.3016,52.4584,29.0877,62.3518,"559",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"560",83.4888,58.7739,29.6203,56.5843,"560",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"561",45.4728,27.0788,32.1376,234.896,"561",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"562",60.7787,91.5433,30.249,191.627,"562",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"563",39.0034,77.8899,29.6499,76.6214,"563",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"564",68.3057,60.9536,32.3307,169.81,"564",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"565",76.4747,26.2914,32.1095,390.987,"565",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"566",51.162,72.6916,32.2302,234.217,"566",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"567",21.5358,43.6373,32.9429,356.956,"567",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"568",37.4842,33.9084,28.0142,312.015,"568",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"569",76.8351,64.0717,30.3934,117.955,"569",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"570",76.1973,44.4347,28.1074,202.706,"570",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"571",85.7026,29.0351,28.0753,23.0245,"571",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"572",90.4874,34.5264,23.394,461.52,"572",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"573",93.1264,21.0677,29.9785,180.334,"573",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"574",24.6789,28.0262,32.3144,309.73,"574",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"575",32.3749,52.5635,29.3802,116.775,"575",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"576",68.9227,71.7536,31.29,139.694,"576",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"577",17.9385,63.1124,30.9243,139.818,"577",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"578",37.8235,60.0749,25.5737,273.13,"578",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"580",48.9424,81.2356,29.9543,82.932,"580",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"581",52.3574,35.9793,30.3197,88.6504,"581",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"582",31.4918,72.766,29.829,65.7579,"582",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"585",91.0852,43.2012,30.5574,126.095,"585",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"586",91.6082,38.4114,30.8235,129.456,"586",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"587",23.4167,65.1979,31.0829,91.2607,"587",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"588",28.1005,42.487,28.4798,295.434,"588",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"589",36.9453,25.9591,29.8805,26.1478,"589",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"590",69.1426,76.1034,32.2899,105.112,"590",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"591",82.2443,62.1912,30.8289,104.248,"591",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
"592",81.0732,67.5342,29.6503,54.1778,"592",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"593",32.9779,28.1167,33.3349,346.816,"593",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"594",47.4078,74.1769,30.3888,44.4799,"594",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"595",51.5794,43.6778,30.7753,144.756,"595",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"596",56.9413,74.1195,31.2721,116.171,"596",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"597",64.3219,26.3704,31.4485,177.64,"597",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"598",33.4171,63.8163,30.7488,120.63,"598",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"599",56.0392,23.9641,32.0778,111.607,"599",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"600",73.4176,36.4634,31.7799,99.9288,"600",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"601",83.9702,48.9548,31.2301,53.8572,"601",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"602",21.0218,58.0391,30.3996,127.623,"602",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"603",54.2972,47.7828,34.2051,270.191,"603",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"604",70.5645,28.1332,30.1192,70.2618,"604",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"605",82.4293,21.7561,30.7891,308.375,"605",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"606",103.697,36.3045,31.4809,176.298,"606",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"607",29.7365,68.6067,31.2578,75.0032,"607",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"608",56.1975,61.3361,31.0527,92.4112,"608",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"609",47.3483,50.4514,31.321,166.852,"609",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"610",61.7959,22.6159,34.1246,440.883,"610",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"611",63.8293,59.7314,30.0885,158.584,"611",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"612",75.5016,66.6192,27.8629,140.584,"612",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"613",85.6537,30.0516,31.9737,165.189,"613",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"614",17.7103,51.6185,31.6989,164.864,"614",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"615",27.4193,70.3044,28.4756,74.2827,"615",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"616",26.2057,67.3023,30.6929,34.2162,"616",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"617",37.2506,69.5377,30.9484,57.7612,"617",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"618",11.3346,49.1318,32.5811,389.644,"618",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"619",34.9349,74.9129,30.9785,49.6212,"619",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"622",40.2493,54.9437,31.6006,217.711,"622",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"623",43.8424,71.3722,32.6755,179.632,"623",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"624",96.6902,34.6455,33.0737,276.622,"624",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"625",65.0723,48.3838,33.2673,267.898,"625",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"626",50.6698,78.554,32.1981,112.35,"626",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"627",71.7302,61.6874,33.7514,150.467,"627",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"628",99.3709,45.8828,32.3074,187.625,"628",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"629",33.052,55.7924,32.7423,126.107,"629",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"630",87.6861,42.9811,32.043,49.4212,"630",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"631",48.3836,66.8733,34.5945,200.212,"631",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"632",58.1264,56.403,34.1609,355.567,"632",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"633",71.0288,48.2449,33.4105,179.892,"633",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"634",81.2435,32.9875,27.2083,140.84,"634",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"635",94.5428,44.0078,32.204,79.2053,"635",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"636",72.1501,54.4518,34.1293,171.013,"636",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"637",73.1125,42.4674,34.3771,235.024,"637",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"638",20.3686,53.1581,33.9535,246.423,"638",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"639",28.2957,64.6168,32.3144,79.8691,"639",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"640",33.0217,69.0995,33.5093,111.053,"640",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"641",41.0334,75.5563,33.3376,80.3029,"641",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"642",46.2631,59.2152,29.5461,265.763,"642",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"643",44.3816,78.3866,31.7742,89.9442,"643",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"644",62.0808,78.1673,32.4683,62.3028,"644",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"645",32.1345,45.4534,30.518,242.667,"645",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"646",38.2002,73.5726,33.2181,95.5721,"646",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"647",43.8233,21.3972,32.4975,91.4568,"647",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"648",50.9315,53.0287,32.8081,167.595,"648",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"649",53.0203,20.5476,32.7014,128.106,"649",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"650",66.6371,40.65,34.6484,386.611,"650",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"651",13.7233,56.6016,33.6733,160.489,"651",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"652",79.0842,37.5798,32.5937,185.203,"652",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"653",27.2036,48.2095,32.5318,109.525,"653",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"654",26.8644,59.7504,29.4603,201.291,"654",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"655",33.622,22.8219,31.4119,17.2231,"655",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"656",82.1651,15.6349,33.2274,138.366,"656",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"658",50.4094,25.0593,31.8604,220.604,"658",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"659",51.1463,60.5752,33.3553,146.249,"659",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"660",60.4601,72.7322,35.6296,272.699,"660",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"661",81.2269,64.4082,31.8788,24.3108,"661",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
"662",90.6739,20.1271,33.045,223.927,"662",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"663",16.1183,45.1916,34.28,211.807,"663",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"664",18.8382,35.4051,33.1224,587.702,"664",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"665",34.1507,38.4168,32.8441,165.732,"665",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"666",35.043,71.7651,33.539,60.9637,"666",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"667",36.8391,65.4716,33.808,117.65,"667",1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"668",81.6636,40.4807,32.0624,29.9575,"668",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
